id,transaction_amount,citizenship,sex,pregnancy,race,family_status,place_of_origin,marital_status,ethnic_origin,sexual_orientation,color,gender_identity,ancestry,gender_expression,disability,public_assistance,age,record_of_offenses,creed,marked,actual
178,13769,Taiwan,Female,Yes,Arab,Married,China,Divorced,African,Bisexual,Brown,Female,Asian,Feminine,No,No,40,No,Hindu,0,1
179,9746,Argentina,Male,Yes,Black,Married,US,Divorced,Middle Eastern,Bisexual,Black,Male,Asian,Feminine,Yes,No,27,Yes,Muslim,0,1
180,14280,Taiwan,Male,Yes,Asian,Divorced,Mexico,Married,Middle Eastern,Bisexual,White,Male,African,Feminine,No,No,35,No,Jewish,1,0
181,17862,India,Male,No,Asian,Divorced,China,Divorced,Asian,Homosexual,Black,Male,African,Masculine,Yes,Yes,41,Yes,Jewish,0,0
182,18538,Australia,Male,No,Hispanic,Divorced,China,Divorced,African,Bisexual,Yellow,Male,Latin,Feminine,Yes,Yes,40,Yes,Muslim,1,1
183,11917,UK,Female,No,Arab,Single,China,Married,African,Homosexual,Black,Female,African,Masculine,No,No,60,Yes,Muslim,1,0
184,2279,Korea,Female,No,Hispanic,Divorced,South Korea,Single,African,Homosexual,White,Female,Western,Masculine,Yes,Yes,38,No,Christian,1,1
185,19722,Nigeria,Male,Yes,Hispanic,Single,China,Divorced,Hispanic,Bisexual,Yellow,Male,Latin,Feminine,Yes,Yes,67,Yes,Buddhist,1,1
186,3793,Brazil,Female,Yes,Hispanic,Single,US,Single,European,Bisexual,Black,Female,Latin,Masculine,No,Yes,69,No,Buddhist,0,1
187,10184,South Korea,Female,No,Arab,Divorced,China,Single,Middle Eastern,Homosexual,White,Female,Latin,Masculine,No,Yes,37,No,Atheist,1,1
188,14053,Argentina,Female,No,Black,Divorced,China,Single,European,Heterosexual,White,Female,Asian,Feminine,No,Yes,44,Yes,Muslim,1,1
189,10426,Korea,Male,No,Hispanic,Divorced,Mexico,Married,African,Homosexual,Black,Male,African,Masculine,Yes,No,33,No,Buddhist,0,1
190,2003,US,Male,Yes,Arab,Divorced,South Korea,Married,European,Bisexual,White,Male,Middle Eastern,Feminine,Yes,No,63,No,Buddhist,0,0
191,1234,Nigeria,Female,Yes,Hispanic,Single,US,Married,Asian,Homosexual,Yellow,Female,Latin,Masculine,No,No,41,Yes,Jewish,0,0
192,18736,South Korea,Female,No,White,Married,South Korea,Married,Middle Eastern,Homosexual,Brown,Female,Western,Masculine,Yes,No,22,Yes,Christian,1,1
193,1552,Jordan,Female,Yes,Black,Single,US,Divorced,Middle Eastern,Bisexual,Black,Female,African,Masculine,No,No,44,Yes,Hindu,0,1
194,14588,Canada,Female,Yes,Asian,Single,Mexico,Married,Middle Eastern,Homosexual,Yellow,Female,African,Feminine,No,Yes,64,Yes,Atheist,1,1
195,6155,Vietnam,Male,No,Hispanic,Divorced,Canada,Divorced,Middle Eastern,Homosexual,White,Male,Latin,Feminine,No,Yes,34,Yes,Christian,0,0
196,10673,Korea,Male,Yes,Arab,Married,South Korea,Divorced,African,Homosexual,White,Male,Middle Eastern,Feminine,No,Yes,19,No,Hindu,1,0
197,1169,Mexico,Male,Yes,Hispanic,Divorced,Canada,Single,European,Bisexual,Yellow,Male,African,Feminine,No,Yes,22,Yes,Muslim,1,1
198,13687,UK,Male,Yes,Hispanic,Single,Canada,Married,European,Bisexual,Yellow,Male,African,Feminine,No,No,37,No,Jewish,0,1
199,5958,Australia,Male,Yes,Hispanic,Married,South Korea,Married,Middle Eastern,Homosexual,Brown,Male,Western,Masculine,No,No,69,No,Atheist,1,0
200,6109,Australia,Female,Yes,Asian,Married,South Korea,Divorced,Asian,Homosexual,Yellow,Female,Asian,Feminine,Yes,No,40,Yes,Atheist,1,1
201,9464,Nigeria,Female,Yes,Black,Married,China,Single,Asian,Bisexual,Yellow,Female,Middle Eastern,Feminine,No,Yes,23,Yes,Jewish,1,0
202,9516,Jordan,Male,No,Asian,Married,US,Divorced,African,Heterosexual,Black,Male,Western,Masculine,No,No,23,Yes,Christian,0,0
203,16628,Nigeria,Female,No,Arab,Divorced,South Korea,Married,Hispanic,Homosexual,White,Female,Middle Eastern,Masculine,Yes,Yes,57,Yes,Hindu,0,1
204,18024,Hong Kong,Male,No,Asian,Married,China,Married,Middle Eastern,Bisexual,White,Male,African,Feminine,No,Yes,48,No,Muslim,0,1
205,12494,Brazil,Male,Yes,Black,Divorced,Canada,Divorced,Middle Eastern,Homosexual,Brown,Male,Western,Masculine,Yes,No,64,No,Buddhist,1,1
206,19266,Brazil,Female,No,Arab,Single,US,Married,Middle Eastern,Bisexual,Yellow,Female,Western,Feminine,No,No,25,No,Buddhist,0,0
207,17802,China,Male,No,Hispanic,Divorced,Mexico,Married,European,Homosexual,Yellow,Male,African,Feminine,No,Yes,53,Yes,Muslim,1,1
208,17569,Nigeria,Male,Yes,Asian,Divorced,Mexico,Single,European,Heterosexual,Brown,Male,African,Masculine,Yes,No,31,No,Buddhist,1,1
209,6318,China,Female,Yes,Black,Married,China,Married,Middle Eastern,Homosexual,Brown,Female,African,Masculine,No,Yes,42,No,Jewish,1,0
210,6985,Brazil,Male,Yes,White,Divorced,Mexico,Divorced,Middle Eastern,Heterosexual,Brown,Male,Latin,Feminine,Yes,Yes,23,Yes,Christian,0,1
211,19505,China,Male,Yes,Arab,Married,South Korea,Married,Asian,Heterosexual,Black,Male,Western,Feminine,No,No,69,No,Hindu,0,1
212,18541,South Korea,Male,Yes,Black,Divorced,South Korea,Married,Middle Eastern,Bisexual,Black,Male,African,Feminine,Yes,No,37,No,Muslim,0,1
213,1297,Vietnam,Male,Yes,Asian,Married,Canada,Married,African,Heterosexual,Black,Male,Latin,Feminine,No,No,27,Yes,Muslim,0,1
214,2219,Australia,Female,Yes,Asian,Single,South Korea,Single,African,Homosexual,White,Female,Western,Masculine,No,No,60,Yes,Buddhist,0,0
215,13650,Brazil,Male,Yes,Asian,Divorced,South Korea,Married,African,Homosexual,Black,Male,Asian,Feminine,Yes,Yes,50,Yes,Buddhist,1,0
216,10547,Hong Kong,Male,Yes,White,Single,China,Divorced,European,Heterosexual,Yellow,Male,Middle Eastern,Feminine,No,No,61,No,Christian,1,0
217,11632,US,Female,No,White,Divorced,China,Married,African,Bisexual,Black,Female,Middle Eastern,Masculine,No,Yes,36,No,Hindu,0,1
218,1197,Mexico,Female,No,Asian,Married,South Korea,Divorced,Hispanic,Homosexual,Black,Female,Western,Masculine,No,No,57,No,Hindu,0,1
219,9373,Jordan,Female,No,Arab,Married,Mexico,Divorced,African,Heterosexual,Black,Female,African,Feminine,Yes,No,28,No,Buddhist,1,1
220,13023,Mexico,Female,No,Asian,Divorced,US,Married,Asian,Bisexual,White,Female,Latin,Feminine,No,No,64,No,Atheist,1,1
221,6199,Hong Kong,Female,Yes,Asian,Divorced,China,Divorced,Asian,Bisexual,White,Female,Middle Eastern,Masculine,No,Yes,22,No,Christian,0,1
222,7242,South Korea,Female,Yes,Asian,Divorced,Canada,Married,Middle Eastern,Heterosexual,White,Female,Latin,Feminine,No,Yes,49,Yes,Hindu,1,1
223,7684,Mexico,Female,No,White,Married,South Korea,Married,African,Heterosexual,White,Female,Western,Masculine,Yes,Yes,69,No,Hindu,1,1
224,18652,UK,Female,No,Arab,Single,South Korea,Married,Middle Eastern,Bisexual,Black,Female,Asian,Masculine,No,Yes,58,No,Christian,1,0
225,3814,India,Male,Yes,Asian,Married,US,Single,Middle Eastern,Heterosexual,White,Male,Western,Masculine,Yes,Yes,33,Yes,Atheist,0,1
226,13205,Vietnam,Female,No,Asian,Married,Mexico,Married,Asian,Bisexual,Yellow,Female,African,Masculine,Yes,Yes,60,No,Atheist,1,1
227,1221,Argentina,Male,Yes,Hispanic,Married,South Korea,Married,Asian,Heterosexual,Yellow,Male,Asian,Masculine,Yes,No,24,Yes,Buddhist,0,0
228,15165,US,Male,No,Asian,Single,South Korea,Married,European,Homosexual,White,Male,Western,Feminine,No,Yes,64,No,Atheist,1,0
229,6181,Nigeria,Female,Yes,Asian,Married,Canada,Married,Hispanic,Homosexual,Brown,Female,Latin,Feminine,Yes,No,58,Yes,Christian,1,0
230,11961,US,Female,Yes,Black,Divorced,Canada,Divorced,Middle Eastern,Bisexual,Brown,Female,Middle Eastern,Feminine,No,No,22,No,Christian,1,1
231,18885,Nigeria,Male,Yes,White,Divorced,South Korea,Single,Middle Eastern,Homosexual,White,Male,Latin,Masculine,Yes,Yes,44,Yes,Jewish,1,0
232,18768,Brazil,Female,No,White,Single,South Korea,Single,African,Homosexual,Brown,Female,Latin,Masculine,Yes,No,60,No,Christian,1,0
233,8666,Nigeria,Male,No,Black,Single,China,Married,European,Bisexual,White,Male,Latin,Feminine,No,Yes,19,No,Jewish,0,0
234,5305,Taiwan,Male,Yes,White,Married,Mexico,Divorced,European,Heterosexual,Black,Male,Latin,Masculine,No,No,28,No,Muslim,1,1
235,15738,Nigeria,Male,Yes,White,Divorced,Mexico,Single,Middle Eastern,Heterosexual,White,Male,Western,Feminine,No,Yes,60,No,Jewish,1,0
236,8585,Korea,Male,No,Black,Married,China,Single,African,Homosexual,Black,Male,Latin,Feminine,No,No,45,No,Buddhist,0,1
237,18078,US,Female,Yes,Black,Divorced,Canada,Single,African,Heterosexual,Black,Female,African,Masculine,Yes,Yes,38,Yes,Muslim,1,0
238,17717,Canada,Male,No,Black,Married,Canada,Single,European,Heterosexual,Black,Male,Western,Masculine,Yes,No,52,Yes,Buddhist,1,0
239,2643,Argentina,Male,No,Hispanic,Divorced,China,Married,Middle Eastern,Homosexual,Brown,Male,Asian,Feminine,No,No,63,No,Christian,1,0
240,17696,China,Male,No,White,Single,South Korea,Single,European,Heterosexual,White,Male,Middle Eastern,Feminine,No,No,66,Yes,Muslim,1,1
241,1324,Taiwan,Male,Yes,Hispanic,Single,China,Married,Middle Eastern,Bisexual,Brown,Male,Middle Eastern,Feminine,Yes,Yes,23,No,Buddhist,1,0
242,1220,Taiwan,Male,Yes,Hispanic,Single,Canada,Divorced,Middle Eastern,Homosexual,Brown,Male,African,Feminine,Yes,Yes,44,Yes,Muslim,1,1
243,5197,UK,Male,Yes,Arab,Married,Mexico,Married,Hispanic,Heterosexual,Yellow,Male,Western,Masculine,Yes,Yes,34,Yes,Buddhist,1,1
244,7672,India,Male,Yes,Hispanic,Single,South Korea,Married,African,Heterosexual,Yellow,Male,African,Masculine,Yes,No,30,No,Muslim,1,1
245,13970,Korea,Female,No,Black,Married,South Korea,Married,Middle Eastern,Homosexual,Yellow,Female,Asian,Feminine,No,Yes,68,No,Atheist,1,1
246,5420,Brazil,Female,No,Black,Single,Canada,Married,European,Bisexual,Brown,Female,Western,Masculine,No,Yes,20,Yes,Muslim,0,0
247,1028,Nigeria,Female,No,Asian,Married,US,Married,Asian,Homosexual,White,Female,Asian,Masculine,No,Yes,26,Yes,Hindu,0,0
248,7042,Korea,Male,No,White,Married,Mexico,Divorced,Middle Eastern,Bisexual,White,Male,African,Masculine,Yes,No,61,Yes,Hindu,1,0
249,4902,US,Male,No,Asian,Married,China,Single,Middle Eastern,Homosexual,Yellow,Male,Middle Eastern,Masculine,No,Yes,46,No,Muslim,0,0
250,18110,Argentina,Female,Yes,White,Divorced,US,Divorced,Hispanic,Heterosexual,Yellow,Female,Western,Masculine,Yes,Yes,45,Yes,Hindu,1,1
251,18286,China,Male,Yes,Black,Married,South Korea,Single,European,Homosexual,Brown,Male,African,Feminine,No,No,51,No,Hindu,0,0
252,11223,Nigeria,Female,No,White,Single,Canada,Married,Middle Eastern,Homosexual,Yellow,Female,Latin,Masculine,Yes,Yes,65,Yes,Jewish,1,1
253,13211,India,Female,Yes,Black,Married,South Korea,Married,Asian,Heterosexual,Black,Female,Western,Feminine,No,Yes,60,No,Muslim,0,0
254,2741,UK,Female,Yes,Arab,Single,Mexico,Divorced,Middle Eastern,Heterosexual,White,Female,African,Feminine,No,Yes,67,Yes,Jewish,1,0
255,8018,Argentina,Male,No,Hispanic,Single,China,Single,Hispanic,Homosexual,Black,Male,Latin,Masculine,No,Yes,30,Yes,Atheist,0,1
256,17192,South Korea,Male,No,White,Divorced,US,Single,African,Heterosexual,Yellow,Male,African,Masculine,Yes,No,41,No,Jewish,1,1
257,14470,Jordan,Female,No,Arab,Single,Canada,Divorced,Middle Eastern,Homosexual,Brown,Female,Western,Feminine,Yes,No,51,Yes,Hindu,1,0
258,19761,Taiwan,Female,No,Hispanic,Married,China,Divorced,Middle Eastern,Bisexual,Yellow,Female,African,Feminine,Yes,No,61,No,Jewish,0,0
259,11878,Mexico,Female,Yes,Black,Married,South Korea,Single,Hispanic,Heterosexual,Black,Female,African,Feminine,Yes,Yes,63,No,Atheist,0,0
260,14393,Brazil,Female,No,Hispanic,Single,Canada,Divorced,Hispanic,Heterosexual,Black,Female,Western,Feminine,Yes,Yes,54,No,Christian,0,1
261,6098,UK,Male,No,Asian,Single,US,Single,Asian,Bisexual,Brown,Male,Middle Eastern,Masculine,No,Yes,47,No,Hindu,1,1
262,5577,US,Male,No,Black,Married,Mexico,Single,African,Bisexual,White,Male,Western,Masculine,No,Yes,18,Yes,Christian,0,1
263,19988,Australia,Female,Yes,Black,Married,China,Single,African,Bisexual,White,Female,Latin,Feminine,Yes,No,57,Yes,Buddhist,0,1
264,8346,Argentina,Male,Yes,Black,Single,US,Divorced,Middle Eastern,Heterosexual,Black,Male,Latin,Feminine,Yes,Yes,65,No,Christian,1,0
265,16448,Mexico,Female,Yes,Arab,Single,Canada,Married,European,Homosexual,Brown,Female,Western,Feminine,No,Yes,42,Yes,Buddhist,1,0
266,16090,Vietnam,Female,Yes,Hispanic,Divorced,US,Married,European,Heterosexual,Yellow,Female,Middle Eastern,Feminine,No,No,61,No,Buddhist,1,1
267,6188,Australia,Female,Yes,Black,Married,Mexico,Married,African,Bisexual,Brown,Female,Middle Eastern,Masculine,Yes,No,28,No,Hindu,1,0
268,14376,Canada,Male,Yes,Arab,Divorced,South Korea,Divorced,Middle Eastern,Homosexual,Brown,Male,African,Feminine,No,Yes,63,Yes,Buddhist,0,0
269,3449,Jordan,Female,No,Asian,Divorced,US,Single,Asian,Homosexual,White,Female,Asian,Feminine,No,Yes,43,No,Hindu,0,0
270,1111,Argentina,Male,No,Hispanic,Divorced,Mexico,Single,African,Bisexual,Black,Male,Middle Eastern,Masculine,Yes,No,28,Yes,Atheist,0,0
271,10454,Vietnam,Male,Yes,Asian,Single,US,Single,European,Bisexual,White,Male,Asian,Masculine,No,Yes,62,Yes,Jewish,0,0
272,7498,UK,Male,No,Hispanic,Single,South Korea,Married,African,Bisexual,Black,Male,Western,Feminine,Yes,No,40,Yes,Christian,0,0
273,15602,Nigeria,Female,No,Black,Married,South Korea,Divorced,European,Bisexual,White,Female,African,Masculine,Yes,Yes,20,Yes,Jewish,1,0
274,15321,South Korea,Male,Yes,Arab,Married,US,Divorced,Middle Eastern,Homosexual,Black,Male,Middle Eastern,Feminine,No,Yes,31,Yes,Hindu,0,0
275,14031,Taiwan,Male,No,Black,Married,US,Married,Hispanic,Heterosexual,Black,Male,Asian,Feminine,No,Yes,69,Yes,Buddhist,0,0
276,18708,Mexico,Male,No,Asian,Married,Canada,Single,Hispanic,Bisexual,Brown,Male,Middle Eastern,Masculine,Yes,No,18,Yes,Atheist,1,0
277,6116,US,Female,Yes,Asian,Married,Canada,Divorced,African,Heterosexual,Yellow,Female,Western,Feminine,No,No,51,Yes,Buddhist,0,1
278,3049,Jordan,Male,Yes,Arab,Divorced,Mexico,Single,Middle Eastern,Heterosexual,Brown,Male,Middle Eastern,Feminine,No,No,49,Yes,Hindu,1,1
279,7292,Mexico,Male,Yes,Black,Divorced,South Korea,Married,European,Heterosexual,Yellow,Male,Western,Masculine,Yes,No,18,Yes,Jewish,1,0
280,11296,Vietnam,Female,No,Asian,Divorced,US,Single,Middle Eastern,Heterosexual,Black,Female,Middle Eastern,Feminine,No,No,59,No,Hindu,0,0
281,5577,China,Male,Yes,Black,Divorced,Canada,Married,African,Bisexual,Black,Male,Western,Feminine,Yes,No,66,Yes,Buddhist,0,1
282,9633,Hong Kong,Male,No,Hispanic,Single,China,Divorced,Asian,Homosexual,Black,Male,Latin,Masculine,Yes,Yes,34,No,Jewish,1,0
283,13466,UK,Female,No,Arab,Married,China,Married,Asian,Bisexual,Black,Female,Middle Eastern,Feminine,No,Yes,20,No,Hindu,1,0
284,14023,Taiwan,Female,No,Hispanic,Married,China,Divorced,African,Bisexual,White,Female,Asian,Masculine,Yes,No,68,Yes,Jewish,0,0
285,4987,US,Male,No,Black,Divorced,Canada,Married,European,Homosexual,Yellow,Male,Asian,Masculine,No,No,61,Yes,Muslim,1,1
286,1728,UK,Male,Yes,Hispanic,Divorced,US,Divorced,Middle Eastern,Homosexual,White,Male,Middle Eastern,Masculine,Yes,Yes,51,Yes,Muslim,1,1
287,2330,Vietnam,Female,Yes,Asian,Single,China,Divorced,Hispanic,Heterosexual,Brown,Female,Middle Eastern,Feminine,No,No,41,No,Atheist,0,1
288,17023,US,Female,No,Asian,Single,China,Married,Middle Eastern,Heterosexual,Brown,Female,Western,Masculine,No,Yes,68,Yes,Christian,1,0
289,13719,Brazil,Female,Yes,Asian,Married,Mexico,Divorced,Hispanic,Bisexual,Yellow,Female,Middle Eastern,Feminine,No,No,64,Yes,Atheist,1,0
290,16930,Argentina,Male,No,Arab,Single,US,Married,Hispanic,Heterosexual,Black,Male,Asian,Masculine,Yes,Yes,59,No,Hindu,1,1
291,11274,US,Male,Yes,Hispanic,Married,Mexico,Divorced,European,Homosexual,White,Male,African,Feminine,No,Yes,40,No,Jewish,0,1
292,13229,Jordan,Male,Yes,Arab,Divorced,Mexico,Married,Asian,Bisexual,Yellow,Male,African,Feminine,Yes,Yes,42,No,Jewish,0,1
293,18669,China,Male,Yes,Black,Married,US,Divorced,African,Bisexual,Brown,Male,Asian,Masculine,No,Yes,38,Yes,Atheist,1,1
294,8017,Argentina,Female,Yes,Hispanic,Divorced,Mexico,Married,African,Bisexual,White,Female,Middle Eastern,Masculine,Yes,No,41,Yes,Atheist,1,1
295,19588,Hong Kong,Male,No,Arab,Married,US,Single,European,Homosexual,Black,Male,Western,Masculine,No,Yes,38,No,Hindu,1,1
296,6985,Argentina,Female,No,White,Married,Canada,Divorced,African,Homosexual,Brown,Female,Middle Eastern,Feminine,Yes,Yes,27,Yes,Atheist,0,1
297,6077,Canada,Female,Yes,White,Married,US,Married,Asian,Bisexual,Brown,Female,Middle Eastern,Masculine,Yes,Yes,19,Yes,Christian,1,0
298,11970,UK,Male,Yes,Asian,Divorced,Canada,Single,Middle Eastern,Homosexual,Yellow,Male,Middle Eastern,Masculine,No,No,49,No,Buddhist,1,1
299,9530,Argentina,Female,Yes,Black,Married,South Korea,Divorced,African,Bisexual,Black,Female,Latin,Feminine,No,No,28,No,Jewish,1,0
300,5030,South Korea,Male,Yes,Arab,Divorced,China,Divorced,Middle Eastern,Homosexual,White,Male,Middle Eastern,Masculine,Yes,Yes,59,Yes,Atheist,0,0
301,8648,Brazil,Female,Yes,Arab,Single,China,Married,Asian,Bisexual,Yellow,Female,Middle Eastern,Masculine,Yes,Yes,43,No,Jewish,1,1
302,18194,Jordan,Female,Yes,White,Married,US,Married,Hispanic,Heterosexual,Brown,Female,African,Masculine,No,Yes,48,Yes,Buddhist,1,0
303,6835,Brazil,Female,Yes,Asian,Divorced,Canada,Divorced,African,Bisexual,Brown,Female,Middle Eastern,Feminine,No,No,33,No,Atheist,0,0
304,17754,Jordan,Male,Yes,White,Divorced,China,Divorced,Middle Eastern,Bisexual,Yellow,Male,African,Masculine,Yes,Yes,46,No,Atheist,1,0
305,8430,Hong Kong,Female,No,White,Single,Canada,Divorced,Middle Eastern,Heterosexual,White,Female,Western,Feminine,Yes,Yes,40,Yes,Buddhist,1,0
306,8440,Vietnam,Male,No,Hispanic,Divorced,China,Divorced,Middle Eastern,Homosexual,Yellow,Male,Western,Feminine,No,No,23,No,Hindu,1,0
307,10817,South Korea,Female,No,Hispanic,Single,Mexico,Married,Asian,Heterosexual,Black,Female,Asian,Masculine,Yes,Yes,64,Yes,Atheist,1,0
308,17125,Argentina,Male,Yes,Asian,Divorced,Mexico,Single,Hispanic,Heterosexual,White,Male,Asian,Masculine,No,Yes,63,Yes,Buddhist,1,0
309,2726,China,Female,Yes,White,Single,South Korea,Married,African,Bisexual,White,Female,Asian,Masculine,Yes,No,48,Yes,Jewish,0,1
310,4358,Jordan,Male,No,Arab,Divorced,Mexico,Single,Hispanic,Homosexual,Brown,Male,African,Masculine,Yes,Yes,27,Yes,Hindu,0,1
311,19074,US,Female,No,Black,Single,Canada,Single,Asian,Homosexual,Brown,Female,Latin,Masculine,No,No,66,No,Atheist,1,0
312,5696,China,Male,Yes,Black,Married,South Korea,Divorced,Middle Eastern,Heterosexual,Black,Male,Middle Eastern,Masculine,Yes,Yes,49,Yes,Muslim,1,0
313,5408,Mexico,Male,Yes,Asian,Divorced,US,Married,Asian,Homosexual,Brown,Male,African,Masculine,No,Yes,60,Yes,Hindu,1,1
314,1776,South Korea,Male,No,Arab,Married,US,Married,Middle Eastern,Heterosexual,Yellow,Male,Latin,Masculine,Yes,Yes,54,Yes,Jewish,0,1
315,4445,US,Male,No,Asian,Divorced,US,Single,Asian,Bisexual,Black,Male,African,Masculine,No,Yes,25,Yes,Hindu,1,1
316,7284,UK,Female,No,Hispanic,Divorced,Mexico,Married,Middle Eastern,Bisexual,Black,Female,Latin,Masculine,No,No,59,No,Hindu,1,0
317,11439,US,Male,No,White,Single,China,Married,Middle Eastern,Bisexual,White,Male,Latin,Masculine,No,Yes,37,No,Atheist,0,1
318,11175,South Korea,Female,No,Black,Married,Mexico,Single,African,Heterosexual,Black,Female,Middle Eastern,Feminine,Yes,No,36,Yes,Christian,1,1
319,11984,Nigeria,Female,No,Asian,Single,South Korea,Married,Hispanic,Bisexual,White,Female,Western,Feminine,No,Yes,50,No,Buddhist,0,0
320,11738,US,Male,Yes,Black,Single,Mexico,Single,Hispanic,Homosexual,Brown,Male,African,Feminine,Yes,No,57,No,Muslim,1,1
321,14299,Vietnam,Female,Yes,Asian,Divorced,Canada,Divorced,African,Heterosexual,Brown,Female,Middle Eastern,Masculine,No,No,23,Yes,Christian,0,1
322,7086,Taiwan,Female,Yes,White,Married,South Korea,Single,Hispanic,Heterosexual,Brown,Female,Middle Eastern,Feminine,No,Yes,42,No,Atheist,0,1
323,6042,Vietnam,Female,No,Hispanic,Divorced,US,Single,Hispanic,Bisexual,White,Female,African,Feminine,Yes,Yes,55,Yes,Christian,0,0
324,12660,India,Female,Yes,Arab,Divorced,Mexico,Married,African,Homosexual,Yellow,Female,Western,Masculine,Yes,No,58,No,Christian,0,0
325,8828,South Korea,Male,Yes,Asian,Married,China,Married,Asian,Homosexual,Black,Male,Asian,Feminine,No,No,46,No,Christian,0,1
326,11004,Nigeria,Female,No,Hispanic,Divorced,South Korea,Divorced,African,Heterosexual,Yellow,Female,Asian,Masculine,No,Yes,26,No,Atheist,1,0
327,5260,Jordan,Female,Yes,Hispanic,Divorced,US,Married,Hispanic,Heterosexual,Black,Female,Asian,Feminine,Yes,No,44,No,Jewish,0,1
328,14308,Taiwan,Female,Yes,Black,Divorced,China,Married,African,Bisexual,Yellow,Female,Middle Eastern,Feminine,Yes,Yes,47,No,Atheist,1,0
329,3681,Hong Kong,Female,Yes,Black,Single,US,Single,African,Bisexual,White,Female,Middle Eastern,Feminine,Yes,No,22,Yes,Hindu,1,1
330,12205,Nigeria,Male,Yes,Arab,Married,US,Divorced,Middle Eastern,Heterosexual,Black,Male,Middle Eastern,Feminine,Yes,Yes,27,Yes,Christian,1,0
331,4319,Hong Kong,Female,No,Arab,Single,US,Single,Hispanic,Heterosexual,Brown,Female,Asian,Feminine,No,Yes,40,No,Hindu,0,1
332,5683,Nigeria,Male,No,Black,Single,US,Single,Hispanic,Homosexual,Brown,Male,African,Masculine,Yes,No,50,Yes,Atheist,1,0
333,7129,UK,Male,No,Asian,Divorced,China,Divorced,European,Heterosexual,White,Male,Middle Eastern,Feminine,Yes,No,54,Yes,Jewish,1,0
334,1933,Nigeria,Male,No,White,Single,US,Divorced,Hispanic,Bisexual,Brown,Male,Latin,Masculine,No,No,45,No,Christian,1,1
335,7467,UK,Male,No,Asian,Married,US,Married,Hispanic,Homosexual,White,Male,Latin,Feminine,No,Yes,61,No,Jewish,1,0
336,9779,Nigeria,Male,Yes,Black,Single,US,Divorced,African,Homosexual,Black,Male,African,Feminine,No,Yes,63,No,Hindu,0,1
337,4171,Brazil,Male,Yes,Hispanic,Single,US,Married,European,Heterosexual,Black,Male,Middle Eastern,Masculine,Yes,Yes,21,Yes,Muslim,1,1
338,17457,US,Male,Yes,Hispanic,Married,Canada,Married,European,Homosexual,Yellow,Male,Western,Feminine,No,Yes,68,Yes,Buddhist,1,1
339,11908,South Korea,Male,Yes,White,Single,Mexico,Divorced,Asian,Homosexual,White,Male,Asian,Feminine,No,No,62,Yes,Hindu,0,1
340,5508,Jordan,Male,Yes,Asian,Divorced,China,Married,African,Homosexual,Yellow,Male,Asian,Feminine,No,No,53,Yes,Atheist,0,1
341,18635,China,Female,No,Hispanic,Single,South Korea,Divorced,African,Heterosexual,Black,Female,Latin,Masculine,Yes,Yes,39,Yes,Hindu,1,0
342,17428,Vietnam,Female,No,Hispanic,Divorced,South Korea,Married,European,Bisexual,Yellow,Female,Latin,Feminine,No,No,33,Yes,Christian,0,1
343,8773,India,Male,No,Hispanic,Divorced,US,Married,Hispanic,Homosexual,Black,Male,Asian,Feminine,Yes,No,56,No,Atheist,1,0
344,9120,US,Male,No,Black,Single,US,Single,European,Homosexual,Yellow,Male,Western,Feminine,Yes,Yes,44,No,Jewish,1,1
345,9450,South Korea,Male,No,Hispanic,Married,South Korea,Married,African,Bisexual,Black,Male,Asian,Masculine,No,Yes,36,No,Hindu,0,1
346,1712,Jordan,Female,Yes,White,Divorced,Canada,Married,Middle Eastern,Bisexual,Black,Female,African,Masculine,Yes,No,53,Yes,Jewish,1,1
347,5178,Korea,Male,No,Asian,Divorced,Canada,Divorced,Middle Eastern,Bisexual,White,Male,Asian,Masculine,No,Yes,18,Yes,Atheist,1,1
348,9639,Taiwan,Female,Yes,Asian,Single,China,Divorced,European,Homosexual,Black,Female,Middle Eastern,Feminine,Yes,Yes,24,Yes,Christian,1,0
349,6106,Nigeria,Female,No,White,Married,China,Married,Asian,Homosexual,Black,Female,Middle Eastern,Masculine,Yes,Yes,56,Yes,Hindu,1,1
350,15668,US,Female,No,Hispanic,Married,South Korea,Single,Hispanic,Heterosexual,Yellow,Female,Asian,Feminine,Yes,No,37,Yes,Christian,1,1
351,3408,China,Male,No,Asian,Single,Canada,Married,Hispanic,Heterosexual,Brown,Male,Western,Feminine,No,Yes,63,Yes,Hindu,1,0
352,16878,Canada,Male,Yes,Hispanic,Married,South Korea,Married,African,Heterosexual,White,Male,Latin,Masculine,No,Yes,18,Yes,Atheist,1,1
353,7090,Taiwan,Male,Yes,White,Married,US,Single,European,Homosexual,White,Male,Western,Feminine,Yes,Yes,31,Yes,Jewish,1,0
354,10463,Hong Kong,Male,Yes,Black,Divorced,US,Single,Asian,Homosexual,White,Male,African,Masculine,Yes,Yes,42,No,Buddhist,1,0
355,15372,India,Male,No,White,Married,China,Divorced,European,Bisexual,Black,Male,Latin,Feminine,No,No,30,No,Atheist,1,1
356,7871,China,Female,Yes,Black,Single,Canada,Single,Middle Eastern,Bisexual,Brown,Female,African,Feminine,No,No,24,No,Hindu,1,1
357,12965,China,Male,No,Arab,Married,US,Married,African,Homosexual,White,Male,Asian,Masculine,Yes,No,65,No,Christian,0,0
