id,transaction_amount,citizenship,sex,pregnancy,race,family_status,place_of_origin,marital_status,ethnic_origin,sexual_orientation,color,gender_identity,ancestry,gender_expression,disability,public_assistance,age,record_of_offenses,creed,marked,actual
190,13439,Canada,Male,1,Hispanic,Divorced,Mexico,Single,Middle Eastern,Bisexual,Brown,Male,Latin,Feminine,1,0,30,0,Christian,1,0
191,14845,US,Male,1,Hispanic,Single,US,Divorced,European,Bisexual,Yellow,Male,Latin,Masculine,0,1,23,1,Muslim,0,0
192,12301,Nigeria,Male,0,Asian,Single,Mexico,Married,Hispanic,Homosexual,Yellow,Male,Latin,Feminine,0,1,51,0,Hindu,1,1
193,10732,Korea,Female,1,White,Divorced,US,Married,European,Bisexual,Black,Female,Latin,Masculine,0,0,30,1,Buddhist,0,1
194,19660,US,Female,0,White,Single,Mexico,Single,Middle Eastern,Heterosexual,Brown,Female,Latin,Masculine,0,0,62,0,Jewish,1,0
195,13645,China,Female,0,Arab,Single,China,Single,African,Homosexual,Yellow,Female,Western,Masculine,1,1,25,0,Muslim,1,0
196,6478,Korea,Female,0,Hispanic,Single,US,Divorced,Middle Eastern,Bisexual,Yellow,Female,African,Feminine,0,0,69,0,Atheist,1,0
197,17920,Brazil,Female,0,Asian,Married,US,Divorced,European,Heterosexual,White,Female,Western,Feminine,1,0,56,0,Hindu,1,1
198,4173,Nigeria,Female,1,White,Married,China,Divorced,African,Homosexual,Black,Female,African,Feminine,0,0,63,0,Jewish,0,0
199,5121,Nigeria,Male,1,Arab,Single,South Korea,Married,Asian,Homosexual,Yellow,Male,Asian,Masculine,0,0,59,1,Christian,1,1
200,12146,Jordan,Male,0,Arab,Single,Mexico,Divorced,Middle Eastern,Bisexual,Brown,Male,African,Feminine,0,1,24,0,Buddhist,0,1
201,4482,Korea,Female,1,Asian,Single,China,Married,European,Heterosexual,Black,Female,Middle Eastern,Masculine,1,0,36,0,Atheist,0,0
202,1744,Vietnam,Female,1,Black,Single,Mexico,Divorced,Hispanic,Homosexual,Black,Female,Western,Masculine,1,1,49,0,Jewish,0,0
203,9633,Jordan,Female,1,Hispanic,Divorced,China,Married,European,Bisexual,White,Female,Asian,Feminine,1,1,40,0,Hindu,1,0
204,5964,Argentina,Male,1,Black,Divorced,Canada,Single,European,Homosexual,Black,Male,Middle Eastern,Masculine,0,0,57,1,Jewish,1,1
205,16715,China,Male,0,Asian,Divorced,South Korea,Divorced,African,Bisexual,Black,Male,Asian,Masculine,1,0,50,1,Atheist,1,1
206,3160,Mexico,Male,0,Hispanic,Divorced,Canada,Single,Hispanic,Bisexual,White,Male,Latin,Feminine,1,0,21,1,Jewish,1,0
207,19804,Korea,Male,1,White,Divorced,South Korea,Married,Middle Eastern,Homosexual,Brown,Male,African,Feminine,0,1,38,1,Jewish,1,1
208,2667,Canada,Male,1,Hispanic,Married,South Korea,Divorced,Middle Eastern,Bisexual,Brown,Male,Western,Feminine,1,1,66,1,Atheist,0,1
209,3303,India,Female,1,Asian,Married,China,Single,African,Heterosexual,Black,Female,Asian,Feminine,1,1,36,0,Jewish,0,1
210,2330,Argentina,Female,1,Asian,Divorced,Mexico,Married,African,Bisexual,Black,Female,Western,Feminine,0,0,33,1,Muslim,0,1
211,13887,Australia,Male,1,White,Divorced,Mexico,Divorced,Middle Eastern,Heterosexual,Black,Male,African,Masculine,0,1,68,0,Buddhist,1,1
212,7875,Australia,Male,1,Black,Single,Mexico,Divorced,Middle Eastern,Homosexual,Yellow,Male,African,Masculine,0,0,48,1,Hindu,1,0
213,3893,Canada,Female,1,Hispanic,Single,South Korea,Divorced,Hispanic,Bisexual,White,Female,African,Feminine,1,1,34,0,Atheist,0,1
214,18990,US,Female,0,Black,Married,Canada,Married,African,Homosexual,Yellow,Female,Western,Masculine,1,1,56,0,Buddhist,0,1
215,9772,Vietnam,Male,1,Arab,Divorced,US,Married,European,Homosexual,White,Male,Western,Feminine,0,1,48,1,Jewish,0,1
216,12161,Mexico,Female,0,White,Divorced,South Korea,Divorced,Middle Eastern,Homosexual,Brown,Female,Latin,Feminine,0,1,59,1,Hindu,0,0
217,4067,Taiwan,Female,1,Asian,Single,US,Divorced,Asian,Heterosexual,White,Female,African,Feminine,0,1,49,1,Jewish,0,1
218,2000,South Korea,Female,0,Arab,Divorced,Mexico,Divorced,European,Homosexual,White,Female,African,Masculine,1,0,68,0,Jewish,1,1
219,6934,Canada,Male,1,White,Married,Canada,Divorced,Middle Eastern,Bisexual,Black,Male,Middle Eastern,Feminine,0,1,56,1,Hindu,0,1
220,14834,Australia,Male,0,Black,Married,Mexico,Married,Middle Eastern,Homosexual,Brown,Male,Middle Eastern,Feminine,1,0,30,0,Hindu,0,1
221,1864,Nigeria,Male,1,Arab,Single,Canada,Single,Hispanic,Bisexual,Brown,Male,Latin,Masculine,1,0,38,1,Christian,0,0
222,2710,Taiwan,Female,1,Arab,Married,China,Married,Hispanic,Bisexual,Black,Female,Middle Eastern,Masculine,0,1,20,1,Jewish,1,0
223,19338,Nigeria,Female,0,Hispanic,Married,US,Single,Middle Eastern,Heterosexual,Yellow,Female,Asian,Feminine,1,1,66,1,Atheist,1,1
224,18943,UK,Female,0,Black,Married,South Korea,Single,African,Homosexual,Brown,Female,Latin,Feminine,0,0,55,1,Jewish,1,0
225,8676,Hong Kong,Male,1,White,Divorced,Mexico,Married,Middle Eastern,Heterosexual,White,Male,Middle Eastern,Masculine,1,0,55,1,Muslim,0,1
226,9816,US,Male,1,Asian,Married,South Korea,Divorced,African,Homosexual,Yellow,Male,Latin,Feminine,0,0,40,0,Buddhist,0,1
227,18735,Jordan,Male,1,White,Single,Mexico,Divorced,African,Bisexual,White,Male,Latin,Feminine,1,0,57,0,Buddhist,1,0
228,4603,US,Male,1,Arab,Married,Canada,Married,Hispanic,Homosexual,Yellow,Male,African,Feminine,1,0,55,0,Christian,1,1
229,10634,US,Female,1,Arab,Single,South Korea,Divorced,Hispanic,Homosexual,White,Female,Middle Eastern,Feminine,1,0,20,0,Atheist,0,1
230,4303,India,Male,0,Hispanic,Married,US,Divorced,Asian,Bisexual,White,Male,African,Feminine,1,0,57,0,Buddhist,0,0
231,18260,Jordan,Female,1,White,Married,Mexico,Married,African,Homosexual,Black,Female,Latin,Masculine,0,0,60,1,Atheist,1,1
232,8208,India,Female,1,Black,Married,Canada,Single,Hispanic,Heterosexual,Yellow,Female,Latin,Masculine,1,0,30,0,Buddhist,1,1
233,14937,China,Male,1,Black,Married,US,Divorced,Hispanic,Heterosexual,Yellow,Male,Asian,Masculine,1,0,54,1,Jewish,0,1
234,14648,Vietnam,Female,0,Asian,Single,US,Single,African,Bisexual,Black,Female,African,Feminine,0,0,27,1,Muslim,0,1
235,16441,US,Male,0,Hispanic,Single,US,Single,African,Heterosexual,Yellow,Male,Middle Eastern,Masculine,0,1,58,0,Christian,0,0
236,14921,US,Female,0,Arab,Divorced,Mexico,Single,European,Bisexual,Brown,Female,Western,Masculine,1,0,58,1,Christian,0,0
237,15845,Australia,Male,1,White,Divorced,Canada,Married,Middle Eastern,Homosexual,White,Male,Western,Feminine,1,1,24,1,Muslim,0,1
238,2258,Canada,Female,0,White,Single,US,Divorced,Middle Eastern,Homosexual,Yellow,Female,African,Masculine,1,1,30,0,Muslim,0,0
239,17656,Korea,Male,1,Asian,Married,South Korea,Divorced,Middle Eastern,Heterosexual,White,Male,Middle Eastern,Feminine,1,1,35,1,Buddhist,1,0
240,10865,China,Female,0,Black,Married,China,Single,African,Bisexual,Black,Female,Asian,Masculine,0,1,61,1,Buddhist,1,0
241,16303,Taiwan,Male,0,Black,Married,Mexico,Single,European,Bisexual,White,Male,Latin,Feminine,0,1,48,1,Atheist,1,1
242,2377,Nigeria,Female,0,White,Single,US,Married,Hispanic,Heterosexual,White,Female,Western,Feminine,0,1,64,1,Atheist,1,0
243,1522,UK,Male,1,Asian,Single,US,Divorced,African,Heterosexual,Yellow,Male,Asian,Feminine,1,0,45,1,Hindu,1,0
244,6054,Taiwan,Male,1,Hispanic,Single,Canada,Divorced,African,Bisexual,Brown,Male,Middle Eastern,Masculine,1,0,36,0,Buddhist,0,1
245,7085,India,Male,0,Asian,Single,Mexico,Married,Asian,Heterosexual,Black,Male,Asian,Feminine,0,0,55,0,Muslim,0,0
246,10711,US,Female,1,White,Married,US,Divorced,Hispanic,Bisexual,White,Female,African,Masculine,0,1,27,1,Muslim,1,0
247,2774,US,Male,1,Arab,Single,Canada,Divorced,European,Heterosexual,White,Male,Latin,Feminine,0,1,63,0,Muslim,0,1
248,17903,UK,Male,0,Black,Married,China,Divorced,Middle Eastern,Heterosexual,Yellow,Male,Middle Eastern,Masculine,1,0,23,0,Christian,0,1
249,6724,South Korea,Male,0,Black,Married,South Korea,Married,Hispanic,Bisexual,Brown,Male,Asian,Masculine,1,0,22,1,Atheist,0,0
250,1671,Brazil,Female,1,Arab,Divorced,Canada,Single,Asian,Heterosexual,Black,Female,Asian,Masculine,0,1,25,1,Buddhist,0,0
251,8436,Canada,Female,0,Arab,Divorced,US,Married,African,Homosexual,Yellow,Female,African,Feminine,1,0,39,0,Jewish,0,1
252,3936,Mexico,Female,1,Hispanic,Single,Mexico,Divorced,African,Heterosexual,Brown,Female,Middle Eastern,Masculine,0,1,22,0,Jewish,1,0
253,18247,South Korea,Female,0,Arab,Single,South Korea,Divorced,Middle Eastern,Heterosexual,Black,Female,Middle Eastern,Masculine,1,0,52,1,Buddhist,0,0
254,4432,Mexico,Male,1,Black,Married,South Korea,Divorced,Hispanic,Homosexual,Yellow,Male,Middle Eastern,Feminine,1,1,21,0,Muslim,1,1
255,2468,Nigeria,Male,0,Arab,Single,US,Married,African,Homosexual,Yellow,Male,Western,Feminine,1,1,24,1,Jewish,0,0
256,10089,Hong Kong,Female,0,White,Married,South Korea,Single,African,Bisexual,Brown,Female,Asian,Feminine,0,1,64,1,Atheist,1,1
257,16914,India,Male,0,White,Single,US,Married,Middle Eastern,Homosexual,White,Male,Middle Eastern,Masculine,0,0,54,1,Christian,0,0
258,3967,Jordan,Female,1,Arab,Single,Canada,Married,Asian,Homosexual,Black,Female,Middle Eastern,Feminine,0,0,37,1,Atheist,1,1
259,4336,India,Female,0,Arab,Divorced,Canada,Married,African,Heterosexual,Brown,Female,Western,Masculine,1,0,58,1,Christian,1,0
260,3163,Argentina,Male,1,Black,Married,Canada,Single,Hispanic,Homosexual,White,Male,Western,Masculine,0,0,45,0,Hindu,0,0
261,2715,Canada,Male,0,Black,Single,Canada,Married,Middle Eastern,Homosexual,Brown,Male,Asian,Feminine,1,0,56,0,Jewish,0,0
262,5379,Nigeria,Female,0,Black,Married,US,Married,Middle Eastern,Homosexual,Yellow,Female,Asian,Masculine,1,0,24,1,Muslim,0,1
263,4343,US,Male,1,Arab,Single,China,Divorced,Hispanic,Heterosexual,Brown,Male,Asian,Feminine,0,1,37,1,Jewish,1,0
264,3046,India,Male,1,White,Married,Canada,Married,Hispanic,Heterosexual,White,Male,Latin,Masculine,1,1,69,0,Muslim,1,1
265,5875,Korea,Female,0,White,Single,Mexico,Single,European,Heterosexual,Yellow,Female,Latin,Feminine,0,1,59,0,Jewish,0,0
266,10607,Korea,Female,0,Black,Divorced,Canada,Single,Asian,Heterosexual,Brown,Female,Latin,Masculine,0,0,43,0,Buddhist,0,1
267,3659,Jordan,Male,0,Asian,Divorced,South Korea,Divorced,Hispanic,Bisexual,Brown,Male,Latin,Feminine,0,1,65,0,Hindu,1,1
268,19685,UK,Male,0,White,Married,US,Divorced,Middle Eastern,Heterosexual,Black,Male,Latin,Masculine,0,1,44,1,Jewish,1,0
269,8054,Korea,Male,0,Hispanic,Single,US,Married,Asian,Heterosexual,Brown,Male,African,Feminine,1,0,22,0,Hindu,1,1
270,10021,Canada,Female,1,Asian,Divorced,South Korea,Single,European,Bisexual,Yellow,Female,Western,Feminine,0,1,24,0,Christian,1,0
271,14856,Nigeria,Female,1,Black,Married,Mexico,Divorced,Asian,Bisexual,Brown,Female,Latin,Feminine,0,0,24,1,Atheist,0,1
272,9634,South Korea,Male,0,Black,Divorced,Mexico,Single,European,Bisexual,Black,Male,Western,Masculine,1,0,26,0,Buddhist,0,0
273,13347,US,Female,1,Hispanic,Divorced,Mexico,Single,Hispanic,Heterosexual,Black,Female,Middle Eastern,Masculine,1,1,27,0,Christian,1,0
274,8675,Mexico,Female,0,White,Married,South Korea,Divorced,Middle Eastern,Heterosexual,White,Female,Asian,Feminine,0,1,54,1,Jewish,1,0
275,12189,Nigeria,Male,1,Arab,Divorced,Mexico,Divorced,Hispanic,Homosexual,Brown,Male,Western,Feminine,0,1,61,1,Atheist,0,1
276,16152,Argentina,Male,0,Hispanic,Divorced,South Korea,Single,African,Heterosexual,Black,Male,Western,Masculine,0,1,26,0,Atheist,1,1
277,1264,Korea,Female,0,Hispanic,Married,China,Divorced,African,Heterosexual,White,Female,Middle Eastern,Feminine,0,0,54,1,Atheist,1,1
278,14724,UK,Male,1,Black,Single,South Korea,Married,Asian,Homosexual,Black,Male,Asian,Masculine,1,0,43,1,Muslim,1,1
279,5413,Hong Kong,Female,1,Hispanic,Divorced,Canada,Single,Hispanic,Homosexual,Black,Female,African,Masculine,1,0,32,1,Buddhist,0,0
280,11089,Mexico,Female,0,Asian,Married,China,Divorced,Hispanic,Bisexual,Brown,Female,African,Masculine,0,1,29,1,Jewish,1,0
281,11566,Nigeria,Male,0,Asian,Married,Canada,Married,African,Bisexual,Yellow,Male,Asian,Feminine,0,1,39,1,Atheist,0,1
282,12064,Canada,Male,1,White,Married,South Korea,Married,European,Bisexual,Brown,Male,Western,Feminine,1,0,55,1,Atheist,1,0
283,17830,Vietnam,Male,0,Black,Married,US,Divorced,African,Heterosexual,White,Male,Western,Masculine,1,0,24,1,Muslim,1,0
284,5594,Argentina,Female,0,Arab,Divorced,Canada,Married,Asian,Homosexual,Brown,Female,Western,Feminine,0,1,31,1,Muslim,0,1
285,7416,UK,Male,0,White,Single,US,Single,Hispanic,Heterosexual,Brown,Male,Western,Feminine,1,1,38,0,Jewish,1,1
286,14850,Argentina,Male,1,White,Married,US,Married,Middle Eastern,Homosexual,Black,Male,Asian,Feminine,0,1,55,0,Hindu,0,1
287,4299,Canada,Male,0,White,Divorced,China,Divorced,Asian,Homosexual,Yellow,Male,Latin,Feminine,1,0,43,0,Jewish,0,0
288,19144,UK,Female,1,White,Single,China,Married,Asian,Bisexual,White,Female,African,Masculine,1,0,50,0,Hindu,0,1
289,7112,Vietnam,Female,1,Black,Married,South Korea,Divorced,Hispanic,Heterosexual,White,Female,African,Masculine,0,1,49,0,Muslim,0,1
290,10263,Brazil,Male,1,Arab,Divorced,Canada,Single,Middle Eastern,Heterosexual,White,Male,Latin,Masculine,1,0,33,0,Atheist,0,0
291,12931,Brazil,Male,0,Hispanic,Married,South Korea,Single,Middle Eastern,Heterosexual,Brown,Male,Asian,Masculine,1,0,38,0,Hindu,0,1
292,5073,Vietnam,Male,1,Asian,Single,Mexico,Single,Asian,Heterosexual,Black,Male,Latin,Masculine,1,0,25,1,Muslim,0,0
293,2310,Taiwan,Male,1,Asian,Married,US,Married,European,Homosexual,Yellow,Male,Latin,Masculine,0,1,52,0,Buddhist,0,0
294,19598,Australia,Male,0,Hispanic,Divorced,Mexico,Married,Middle Eastern,Heterosexual,Brown,Male,Middle Eastern,Masculine,1,1,67,1,Buddhist,1,0
295,9477,Hong Kong,Male,0,Hispanic,Married,South Korea,Married,Asian,Homosexual,Yellow,Male,Middle Eastern,Feminine,0,0,56,1,Hindu,0,0
296,15506,China,Male,0,Hispanic,Divorced,South Korea,Married,Asian,Bisexual,Black,Male,Asian,Masculine,0,1,31,1,Buddhist,1,0
297,7212,Vietnam,Male,0,Black,Divorced,China,Married,Middle Eastern,Heterosexual,Brown,Male,Asian,Masculine,1,1,64,1,Atheist,0,1
298,18037,Nigeria,Male,1,White,Divorced,US,Divorced,Middle Eastern,Heterosexual,Black,Male,Middle Eastern,Masculine,0,1,35,0,Buddhist,1,0
299,5069,Australia,Male,1,Arab,Divorced,Canada,Single,Asian,Bisexual,Brown,Male,Latin,Masculine,0,0,59,0,Jewish,0,1
300,11929,Korea,Male,1,White,Single,US,Married,European,Homosexual,Brown,Male,Latin,Feminine,1,1,47,1,Atheist,1,0
301,7271,Nigeria,Female,0,Arab,Married,Canada,Divorced,Asian,Heterosexual,Brown,Female,African,Masculine,1,0,68,1,Muslim,1,1
302,5384,Brazil,Female,0,Asian,Divorced,US,Single,African,Homosexual,Yellow,Female,Latin,Feminine,0,0,53,1,Jewish,1,1
303,6049,South Korea,Female,0,Arab,Divorced,Canada,Married,African,Homosexual,Brown,Female,Western,Feminine,1,0,39,1,Atheist,1,0
304,18430,Nigeria,Female,0,Black,Single,Canada,Single,Hispanic,Bisexual,Yellow,Female,African,Feminine,0,0,36,1,Jewish,0,1
305,15054,Korea,Female,1,Black,Single,China,Married,Asian,Bisexual,Black,Female,Western,Masculine,1,1,20,1,Buddhist,1,1
306,12118,Brazil,Male,1,Arab,Married,China,Married,Hispanic,Heterosexual,Brown,Male,African,Masculine,1,1,24,1,Buddhist,1,0
307,9527,Hong Kong,Female,1,Arab,Married,Mexico,Divorced,Hispanic,Bisexual,Brown,Female,African,Feminine,0,1,50,0,Muslim,1,1
308,9300,Australia,Female,1,Black,Divorced,China,Married,African,Bisexual,Black,Female,Latin,Feminine,0,1,56,0,Christian,0,1
309,7025,Australia,Male,0,Black,Single,China,Single,Asian,Homosexual,White,Male,Latin,Masculine,0,1,43,1,Jewish,0,1
310,11863,UK,Male,0,Black,Single,China,Divorced,Middle Eastern,Homosexual,White,Male,Asian,Feminine,0,1,27,0,Atheist,0,1
311,8199,Argentina,Female,0,White,Married,US,Divorced,Hispanic,Heterosexual,White,Female,Middle Eastern,Masculine,0,0,27,0,Buddhist,1,1
312,8756,Hong Kong,Male,1,Arab,Divorced,China,Married,European,Homosexual,Brown,Male,Latin,Masculine,0,0,31,1,Hindu,0,0
313,2507,Taiwan,Male,1,White,Married,South Korea,Married,Hispanic,Homosexual,Brown,Male,Asian,Masculine,0,1,27,0,Atheist,0,1
314,16279,Korea,Female,1,Arab,Married,South Korea,Single,Asian,Bisexual,Yellow,Female,Latin,Masculine,0,0,62,0,Hindu,0,0
315,18905,South Korea,Female,0,Hispanic,Married,Mexico,Married,Asian,Bisexual,White,Female,Western,Masculine,1,0,64,1,Muslim,0,0
316,7702,Mexico,Female,1,White,Single,US,Married,Middle Eastern,Heterosexual,Black,Female,African,Masculine,0,0,37,1,Buddhist,1,0
317,18002,Canada,Female,1,White,Single,US,Single,Hispanic,Bisexual,Black,Female,African,Feminine,0,1,36,1,Jewish,1,1
318,8943,India,Male,0,White,Divorced,South Korea,Divorced,African,Heterosexual,Black,Male,Latin,Feminine,0,0,45,1,Hindu,0,0
319,15293,Mexico,Female,1,White,Married,US,Married,Hispanic,Bisexual,Black,Female,Western,Masculine,0,0,58,0,Buddhist,0,0
320,12177,Korea,Male,1,Arab,Divorced,Canada,Divorced,African,Homosexual,Black,Male,Middle Eastern,Feminine,1,1,35,1,Jewish,0,1
321,6276,Korea,Female,0,White,Divorced,South Korea,Divorced,Asian,Heterosexual,White,Female,Western,Feminine,0,0,21,0,Atheist,1,0
322,9395,Australia,Female,0,Arab,Single,US,Single,European,Heterosexual,White,Female,Latin,Feminine,1,0,35,0,Jewish,0,1
323,17241,Argentina,Female,0,White,Married,Canada,Single,European,Bisexual,White,Female,African,Feminine,0,0,27,1,Muslim,1,0
324,16520,Hong Kong,Male,1,Hispanic,Single,Mexico,Married,Asian,Homosexual,Yellow,Male,Latin,Feminine,0,0,68,0,Muslim,0,0
325,10495,US,Female,0,Asian,Divorced,Mexico,Married,African,Bisexual,Yellow,Female,Middle Eastern,Feminine,0,0,26,0,Christian,1,0
326,10120,Australia,Female,1,White,Divorced,Mexico,Married,Middle Eastern,Bisexual,Black,Female,African,Feminine,0,0,49,1,Buddhist,1,1
327,12978,Korea,Female,1,Black,Divorced,China,Single,European,Homosexual,Brown,Female,African,Masculine,1,0,20,0,Atheist,1,1
328,1441,Hong Kong,Male,1,White,Single,China,Divorced,Asian,Heterosexual,Yellow,Male,Western,Feminine,0,0,29,0,Jewish,0,1
329,1467,Nigeria,Male,0,Asian,Single,US,Married,Middle Eastern,Homosexual,Black,Male,African,Feminine,1,1,23,1,Muslim,1,1
330,16459,South Korea,Male,0,Black,Single,South Korea,Married,African,Heterosexual,Brown,Male,Asian,Masculine,1,0,68,0,Jewish,0,0
331,12736,Nigeria,Male,1,White,Divorced,Canada,Divorced,African,Bisexual,Black,Male,Western,Feminine,0,1,65,0,Jewish,0,1
332,13084,Taiwan,Female,1,Asian,Married,South Korea,Single,Hispanic,Homosexual,Brown,Female,Asian,Masculine,0,1,49,1,Christian,1,0
333,13220,US,Female,0,Black,Single,South Korea,Married,European,Bisexual,Brown,Female,Western,Masculine,1,0,40,0,Christian,1,0
334,9862,Hong Kong,Male,0,Arab,Divorced,Mexico,Married,African,Homosexual,Yellow,Male,Asian,Masculine,0,0,51,1,Christian,0,0
335,11500,UK,Male,0,Black,Divorced,South Korea,Married,African,Heterosexual,Yellow,Male,Middle Eastern,Feminine,1,0,45,0,Buddhist,0,1
336,9004,Vietnam,Male,1,White,Divorced,South Korea,Divorced,Middle Eastern,Heterosexual,Brown,Male,Western,Masculine,0,1,22,0,Buddhist,0,1
337,6718,Hong Kong,Male,1,White,Married,South Korea,Married,Middle Eastern,Heterosexual,Yellow,Male,African,Feminine,0,1,63,0,Hindu,0,0
338,16329,Vietnam,Female,0,Arab,Married,Canada,Divorced,African,Bisexual,Yellow,Female,African,Masculine,0,1,23,0,Atheist,0,1
339,7602,Nigeria,Female,1,Black,Married,China,Divorced,Middle Eastern,Homosexual,Black,Female,Middle Eastern,Masculine,1,1,68,1,Hindu,1,1
340,14485,US,Male,0,White,Single,Canada,Single,European,Bisexual,Black,Male,Middle Eastern,Masculine,0,1,53,1,Christian,1,0
341,5436,UK,Female,0,Hispanic,Married,Canada,Single,Middle Eastern,Homosexual,Yellow,Female,African,Feminine,1,1,55,0,Buddhist,0,1
342,4035,Nigeria,Male,1,Black,Divorced,Canada,Married,African,Bisexual,Black,Male,Asian,Masculine,1,0,46,0,Muslim,0,0
343,3839,US,Female,0,Hispanic,Married,Mexico,Married,Hispanic,Homosexual,Yellow,Female,Asian,Masculine,1,1,62,1,Hindu,1,1
344,2583,Argentina,Female,1,Asian,Married,Mexico,Divorced,European,Heterosexual,Yellow,Female,Western,Feminine,0,1,47,0,Hindu,1,0
345,19683,Jordan,Male,1,Black,Married,US,Married,European,Heterosexual,Yellow,Male,Western,Masculine,1,1,68,1,Jewish,0,0
346,9825,Taiwan,Female,0,Hispanic,Divorced,Canada,Married,African,Homosexual,Brown,Female,African,Masculine,1,1,46,1,Christian,0,1
347,15757,US,Female,1,Hispanic,Married,South Korea,Divorced,Asian,Heterosexual,Black,Female,Middle Eastern,Masculine,0,1,67,0,Buddhist,1,0
348,16808,Nigeria,Female,1,Arab,Married,US,Married,European,Bisexual,Black,Female,Middle Eastern,Masculine,0,0,67,1,Muslim,1,1
349,9996,Vietnam,Male,0,Black,Divorced,Mexico,Divorced,Hispanic,Bisexual,White,Male,Latin,Feminine,0,0,50,1,Jewish,0,0
350,15254,China,Male,0,White,Married,South Korea,Married,Middle Eastern,Heterosexual,Yellow,Male,Middle Eastern,Feminine,0,1,53,1,Buddhist,0,1
351,19273,China,Female,0,Arab,Single,Canada,Married,Middle Eastern,Homosexual,Yellow,Female,Western,Masculine,1,0,38,0,Hindu,0,0
352,8472,Canada,Female,0,Arab,Divorced,China,Single,Asian,Heterosexual,Brown,Female,Middle Eastern,Feminine,0,0,65,0,Christian,0,1
353,13635,Brazil,Male,0,Hispanic,Divorced,China,Married,European,Heterosexual,White,Male,Middle Eastern,Feminine,0,0,31,0,Christian,0,1
354,3496,Brazil,Female,0,Hispanic,Married,South Korea,Divorced,Middle Eastern,Homosexual,Brown,Female,Latin,Masculine,0,1,56,1,Atheist,0,0
355,15658,Taiwan,Male,1,Arab,Single,US,Divorced,Middle Eastern,Homosexual,White,Male,Asian,Feminine,1,0,41,0,Christian,0,0
356,8097,Hong Kong,Male,1,White,Married,US,Married,European,Heterosexual,White,Male,African,Masculine,0,1,30,0,Jewish,1,1
357,18138,Hong Kong,Male,0,Black,Divorced,Mexico,Single,African,Homosexual,Yellow,Male,Western,Feminine,0,0,22,0,Buddhist,1,1
358,19066,Australia,Female,0,White,Married,Mexico,Single,African,Heterosexual,Brown,Female,Latin,Masculine,1,1,62,1,Buddhist,1,1
359,8450,US,Male,1,Hispanic,Divorced,Canada,Married,Middle Eastern,Homosexual,White,Male,Latin,Masculine,0,1,39,0,Hindu,1,0
360,18734,India,Female,1,Black,Divorced,Canada,Divorced,Asian,Heterosexual,Brown,Female,African,Feminine,1,1,41,1,Christian,1,0
361,15366,Korea,Female,0,Black,Divorced,China,Married,Asian,Bisexual,Brown,Female,African,Feminine,1,0,20,1,Jewish,0,1
362,15548,Hong Kong,Female,0,Arab,Single,Canada,Married,European,Bisexual,Brown,Female,Middle Eastern,Masculine,1,1,38,0,Jewish,0,0
363,19494,Taiwan,Female,0,Black,Divorced,Canada,Divorced,Hispanic,Homosexual,Brown,Female,Western,Masculine,0,1,24,0,Atheist,0,0
364,8886,UK,Female,1,Hispanic,Divorced,South Korea,Divorced,European,Homosexual,Black,Female,Western,Feminine,1,0,31,1,Christian,0,0
365,12388,Hong Kong,Male,0,Asian,Divorced,China,Divorced,Hispanic,Heterosexual,White,Male,Latin,Masculine,1,0,56,1,Atheist,1,1
366,19990,UK,Male,1,White,Divorced,China,Divorced,Middle Eastern,Homosexual,Black,Male,Asian,Feminine,0,0,31,0,Muslim,1,1
367,10402,Canada,Male,1,Hispanic,Single,Mexico,Married,African,Heterosexual,Yellow,Male,Middle Eastern,Masculine,0,1,67,0,Christian,0,1
368,15689,Canada,Male,1,Hispanic,Divorced,US,Married,African,Homosexual,White,Male,Latin,Feminine,0,1,38,1,Hindu,1,0
369,11185,South Korea,Male,1,Asian,Married,Canada,Married,African,Homosexual,Brown,Male,Western,Masculine,0,1,33,1,Jewish,1,1
370,15348,South Korea,Female,1,Black,Single,China,Divorced,Asian,Bisexual,Black,Female,African,Feminine,0,1,36,0,Atheist,1,1
371,7500,UK,Female,0,Asian,Married,South Korea,Married,African,Bisexual,Brown,Female,Western,Feminine,1,0,68,0,Hindu,0,0
372,9773,Australia,Male,0,Arab,Married,US,Married,African,Heterosexual,White,Male,Latin,Masculine,0,0,33,1,Jewish,0,0
373,2387,Argentina,Male,0,Black,Married,South Korea,Married,African,Heterosexual,Yellow,Male,Middle Eastern,Feminine,1,1,36,0,Jewish,1,1
374,18377,Australia,Female,1,White,Married,South Korea,Single,Asian,Bisexual,Brown,Female,Middle Eastern,Feminine,0,1,62,1,Jewish,0,1
375,17679,Brazil,Male,0,Black,Married,South Korea,Married,African,Homosexual,Brown,Male,Latin,Feminine,0,0,60,0,Atheist,0,1
376,4542,China,Male,1,White,Married,Mexico,Married,Hispanic,Heterosexual,Brown,Male,Asian,Masculine,1,0,55,0,Hindu,1,0
377,6445,Argentina,Male,1,Arab,Married,Mexico,Married,Middle Eastern,Heterosexual,Brown,Male,Middle Eastern,Masculine,0,1,34,0,Atheist,0,0
378,9375,Hong Kong,Female,0,Asian,Divorced,Canada,Single,Middle Eastern,Heterosexual,Yellow,Female,Latin,Feminine,1,1,42,1,Jewish,1,0
379,13302,China,Male,1,Hispanic,Divorced,China,Single,European,Bisexual,White,Male,Asian,Masculine,0,0,59,1,Buddhist,1,0
